NIMI ;OSOITE;POSTINUMERO;KUNTA;LUVAN ALKUPÄIVÄ;LUVAN SELITE;OSASTON NIMI;ASIAKASPAIKAT;
Juhlatalo Ukko Hjalmar Ay;Djupsjöbackantie 267;68700;Kruunupyy;15.5.2020;Ann.lupa sis. vähittäismyynnin;Saunakabinetti;8;
Juhlatalo Ukko Hjalmar Ay;Djupsjöbackantie 267;68700;Kruunupyy;15.5.2020;Ann.lupa sis. vähittäismyynnin;Kuisti;5;
Juhlatalo Ukko-Pekka;Veturipuistontie 1;42800;Keuruu;15.5.2014;Anniskelu A, kaikki alkoholijuomat;Terassi;280;
Juhlatalo Ukko-Pekka;Veturipuistontie 1;42800;Keuruu;15.5.2014;Anniskelu A, kaikki alkoholijuomat;Karaokekatos;120;
Juhlatalo Ukko-Pekka;Veturipuistontie 1;42800;Keuruu;15.5.2014;Anniskelu A, kaikki alkoholijuomat;Areena;400;
Juhlatalo Ukko-Pekka;Veturipuistontie 1;42800;Keuruu;15.5.2014;Anniskelu A, kaikki alkoholijuomat;Ravintola;120;
Juhlatalo Ukko-Pekka;Veturipuistontie 1;42800;Keuruu;15.5.2014;Anniskelu A, kaikki alkoholijuomat;Tanssilava;200;
Juhlatalo Vaanin Kartano;Kirkonkyläntie 12;23200;Vehmaa;1.11.2019;Anniskelu A, kaikki alkoholijuomat;Varastojen piha-alue, rajattu;60;
Juhlatalo Vaanin Kartano;Kirkonkyläntie 12;23200;Vehmaa;1.11.2019;Anniskelu A, kaikki alkoholijuomat;Juhlatila;60;
Juhlatalo Vaanin Kartano;Kirkonkyläntie 12;23200;Vehmaa;1.11.2019;Anniskelu A, kaikki alkoholijuomat;Juhlatalon aidattu ulkoalue;40;
Juhlatalon Kahvio;Lapintie 3;33100;Tampere;23.6.1997;Anniskelu A, kaikki alkoholijuomat;Terassi;30;
Juhlatalon Kahvio;Lapintie 3;33100;Tampere;23.6.1997;Anniskelu A, kaikki alkoholijuomat;Piha-alue;346;
Juhlatalon Kahvio;Lapintie 3;33100;Tampere;23.6.1997;Anniskelu A, kaikki alkoholijuomat;Kristallisali;209;
Juhlatalon Kahvio;Lapintie 3;33100;Tampere;23.6.1997;Anniskelu A, kaikki alkoholijuomat;Samppanjabaari;117;
Juhlatalon Kahvio;Lapintie 3;33100;Tampere;23.6.1997;Anniskelu A, kaikki alkoholijuomat;Päänäyttämösali;260;
Juhlatalon Kahvio;Lapintie 3;33100;Tampere;23.6.1997;Anniskelu A, kaikki alkoholijuomat;Kesäteatterikatsomo;816;
Juhlatalon Kahvio;Lapintie 3;33100;Tampere;23.6.1997;Anniskelu A, kaikki alkoholijuomat;Paviljonki;124;
Jukupark;Jukupolku 3;85100;Kalajoki;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Golfravintola;30;
Jukupark;Jukupolku 3;85100;Kalajoki;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi 2;200;
Jukupark;Jukupolku 3;85100;Kalajoki;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi 3;200;
Jukupark;Jukupolku 3;85100;Kalajoki;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi 1;100;
Jukupark;Jukupolku 3;85100;Kalajoki;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Golfterassi;250;
Jukupark Turku;Kurrapolku 1;20320;Turku;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Jukuterassi;120;
Julias grill & bar;Hultvägen 2;65630;Mustasaari;24.4.2019;Ann.lupa sis. vähittäismyynnin;Inomhus;36;
Julias grill & bar;Hultvägen 2;65630;Mustasaari;24.4.2019;Ann.lupa sis. vähittäismyynnin;Utomhus;25;
Juliuksen Olohuone;Kasarmikatu 4;13100;Hämeenlinna;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolatila;80;
Juliuksen Olohuone;Kasarmikatu 4;13100;Hämeenlinna;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi A;24;
Juliuksen Olohuone;Kasarmikatu 4;13100;Hämeenlinna;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi B;18;
Julma-Ölkky Avoin yhtiö;Julma-Ölkyntie 86;93700;Kuusamo;1.6.2018;Anniskelu A, kaikki alkoholijuomat;Rajattu sisäpiha-alue;46;
Jumbon ravintolamaailma;Vantaanportinkatu 3;1510;Vantaa;1.1.2004;Anniskelu A, kaikki alkoholijuomat;Chico's-osasto, 2. krs;150;
Jumbon ravintolamaailma;Vantaanportinkatu 3;1510;Vantaa;1.1.2004;Anniskelu A, kaikki alkoholijuomat;Chilitos, 2. krs;24;
Jumbon ravintolamaailma;Vantaanportinkatu 3;1510;Vantaa;1.1.2004;Anniskelu A, kaikki alkoholijuomat;Coffee House-osasto, 3. krs;139;
Jumbon ravintolamaailma;Vantaanportinkatu 3;1510;Vantaa;1.1.2004;Anniskelu A, kaikki alkoholijuomat;Spaghetteria, 2. krs;112;
Junaravintolat;Ratapihantie 6;520;Helsinki;1.1.1960;Anniskelu A, kaikki alkoholijuomat;Salonki-erikoisvaunut (A40 & A41);14;
Junaravintolat;Ratapihantie 6;520;Helsinki;1.1.1960;Anniskelu A, kaikki alkoholijuomat;TPB-vaunu (Allegro) 4 kpl;46;
Junaravintolat;Ratapihantie 6;520;Helsinki;1.1.1960;Anniskelu A, kaikki alkoholijuomat;ERd-ravintolavaunu (IC2) 26 kpl;94;
Junaravintolat;Ratapihantie 6;520;Helsinki;1.1.1960;Anniskelu A, kaikki alkoholijuomat;Rk-vaunu  (pikajuna) 11 kpl;60;
Junaravintolat;Ratapihantie 6;520;Helsinki;1.1.1960;Anniskelu A, kaikki alkoholijuomat;Rx-vaunu (IC) 12 kpl;53;
Junaravintolat;Ratapihantie 6;520;Helsinki;1.1.1960;Anniskelu A, kaikki alkoholijuomat;TTC-vaunu (Pendolino) 18 kpl;42;
Junaravintolat;Ratapihantie 6;520;Helsinki;1.1.1960;Anniskelu A, kaikki alkoholijuomat;Valtteri-kahvilavaunu (EIK);20;
Junaravintolat;Ratapihantie 6;520;Helsinki;1.1.1960;Anniskelu A, kaikki alkoholijuomat;Konferenssi-erikoisvaunu (A20);24;
Junaravintolat;Ratapihantie 6;520;Helsinki;1.1.1960;Anniskelu A, kaikki alkoholijuomat;Näyttely-erikoisvaunu (A60);55;
Junlin World;Ylöjärventie 18;33420;Tampere;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;8;
Junlin World;Ylöjärventie 18;33420;Tampere;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;36;
Juojärven Helmi;Mustolantie 5;71200;Tuusniemi;29.5.2019;Anniskelu A, kaikki alkoholijuomat;Kahvila;20;
Juojärven Helmi;Mustolantie 5;71200;Tuusniemi;29.5.2019;Anniskelu A, kaikki alkoholijuomat;Terassialue;76;
Juomahuone Laitinen;Hämeenkatu 28;11100;Riihimäki;7.11.2014;Anniskelu A, kaikki alkoholijuomat;Ulkoilmaterassi;195;
Juomahuone Laitinen;Hämeenkatu 28;11100;Riihimäki;7.11.2014;Anniskelu A, kaikki alkoholijuomat;Pohjakerros;55;
Juomahuone Laitinen;Hämeenkatu 28;11100;Riihimäki;7.11.2014;Anniskelu A, kaikki alkoholijuomat;Ykköskerros;75;
Juomapuohi;Kirkkokatu 17;90100;Oulu;1.4.2020;Ann.lupa sis. vähittäismyynnin;Terassi;10;
Juomapuohi;Kirkkokatu 17;90100;Oulu;1.4.2020;Ann.lupa sis. vähittäismyynnin;Kahvila;30;
Jurmo Inn;Jurmo Åkershamn 27;21670;PARAINEN;7.7.2016;Anniskelu A, kaikki alkoholijuomat;Tupakeittiö;10;
Jurmo Inn;Jurmo Åkershamn 27;21670;PARAINEN;7.7.2016;Anniskelu A, kaikki alkoholijuomat;Terassi;20;
Jurtti Pub;Savontie 8;19650;Joutsa;20.4.2018;Ann.lupa sis. vähittäismyynnin;Ulkotila;50;
Jurtti Pub;Savontie 8;19650;Joutsa;20.4.2018;Ann.lupa sis. vähittäismyynnin;Sisätila;80;
Jurvan Järvenpään Nuorisoseura;Järvenpääntie 135;66360;Kurikka;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Jurvan Järvenpään Nuorisoseura;60;
Jurvan Säläshallin kahvio;Kauhajoentie;66300;Kurikka;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Säläshallin terassi;34;
Jurvan Säläshallin kahvio;Kauhajoentie;66300;Kurikka;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Säläshallin kahvio;30;
Jussin Baari;Joensuuntie 33;31400;Somero;5.6.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;25;
Jussin Baari;Joensuuntie 33;31400;Somero;5.6.2018;Anniskelu A, kaikki alkoholijuomat;Jussin Baari;70;
Jussin Tupa;Muukontie 19;53400;Lappeenranta;1.6.2005;Anniskelu A, kaikki alkoholijuomat;Terassi;45;
Jussin Tupa;Muukontie 19;53400;Lappeenranta;1.6.2005;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;70;
Jussin Tupa;Muukontie 19;53400;Lappeenranta;1.6.2005;Anniskelu A, kaikki alkoholijuomat;Piha-alue;100;
Juthbacka Hotell & Restaurang;Juthasvägen 34;66900;Uusikaarlepyy;21.11.2016;Anniskelu A, kaikki alkoholijuomat;Herrgård;112;
Juthbacka Hotell & Restaurang;Juthasvägen 34;66900;Uusikaarlepyy;21.11.2016;Anniskelu A, kaikki alkoholijuomat;Vinkällare;15;
Juthbacka Hotell & Restaurang;Juthasvägen 34;66900;Uusikaarlepyy;21.11.2016;Anniskelu A, kaikki alkoholijuomat;Restaurang;150;
Juthbacka Hotell & Restaurang;Juthasvägen 34;66900;Uusikaarlepyy;21.11.2016;Anniskelu A, kaikki alkoholijuomat;Uteservering;450;
Juuman leirintäalueen kahvila;Riekamontie 1;93900;Kuusamo;1.6.2013;Anniskelu A, kaikki alkoholijuomat;Kahvila;50;
Juuman leirintäalueen kahvila;Riekamontie 1;93900;Kuusamo;1.6.2013;Anniskelu A, kaikki alkoholijuomat;Terassi;10;
Juupa;Hissitie 40;35530;Juupajoki;19.6.2002;Anniskelu A, kaikki alkoholijuomat;Terassi (1.4.-31.10.);40;
Juupa;Hissitie 40;35530;Juupajoki;19.6.2002;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;80;
Juurikorven kauppa, kokous ja;Juurikorventie 220;49340;Kotka;20.6.2019;Anniskelu A, kaikki alkoholijuomat;kokous, 2.krs;70;
Juurikorven kauppa, kokous ja;Juurikorventie 220;49340;Kotka;20.6.2019;Anniskelu A, kaikki alkoholijuomat;terassi;30;
Juurikorven kauppa, kokous ja;Juurikorventie 220;49340;Kotka;20.6.2019;Anniskelu A, kaikki alkoholijuomat;Juurikorven kauppa, kokous ja cater;60;
Juustokievarin kabinetti;Hetekyläntie 8;93140;Pudasjärvi;19.5.2020;Määräaikainen anniskelu sisältäen vähittäismyynnin;Juustokievarin kabinetti;50;
Juustoportti Catering;Keisarintie 145;61710;Kurikka;1.4.2007;Anniskelu A, kaikki alkoholijuomat;Kahvila-ravintola;220;
Juustoportti Catering;Keisarintie 145;61710;Kurikka;1.4.2007;Anniskelu A, kaikki alkoholijuomat;Kesäterassi;40;
Juustoportti Catering;Keisarintie 145;61710;Kurikka;1.4.2007;Anniskelu A, kaikki alkoholijuomat;Kellariravintola;100;
Juustoportti Kuopio;Naulakatu 2;70800;Kuopio;13.2.2019;Anniskelu A, kaikki alkoholijuomat;Terassi;70;
Juustoportti Kuopio;Naulakatu 2;70800;Kuopio;13.2.2019;Anniskelu A, kaikki alkoholijuomat;Kahvila-ravintola-kabinetit;260;
Juustoportti Ylöjärvi;Kumitie 2;33470;Ylöjärvi;8.8.2018;Anniskelu A, kaikki alkoholijuomat;Kahvila-Ravintola;180;
Juustoportti Ylöjärvi;Kumitie 2;33470;Ylöjärvi;8.8.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;50;
Juustoportti Ylöjärvi;Kumitie 2;33470;Ylöjärvi;8.8.2018;Anniskelu A, kaikki alkoholijuomat;Kabinetti;20;
Juustoportti Ylöjärvi;Kumitie 2;33470;Ylöjärvi;8.8.2018;Anniskelu A, kaikki alkoholijuomat;Kokoustila;50;
Juustosoppi;Hämeenkatu 19;33200;Tampere;9.4.2019;Ann.lupa sis. vähittäismyynnin;Pieni juusto-ja viinibaari;8;
Juustotupa;Kurvosentie 3;38420;Sastamala;1.12.2018;Ann.lupa sis. vähittäismyynnin;Ravintolasali;100;
Juustotupa;Kurvosentie 3;38420;Sastamala;1.12.2018;Ann.lupa sis. vähittäismyynnin;Terassi (käyttöön 2019);40;
Juva Camping;Poikolanniementie 68;51900;Juva;6.4.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;20;
Juva Camping;Poikolanniementie 68;51900;Juva;6.4.2018;Anniskelu A, kaikki alkoholijuomat;Kahvila;20;
Juva Pizza;Juvantie 6;51900;Juva;13.7.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;8;
Juva Pizza;Juvantie 6;51900;Juva;13.7.2018;Anniskelu A, kaikki alkoholijuomat;Sisätila;32;
Juvenes Ravintola Attila;Yliopistonkatu 38;33100;Tampere;1.2.2008;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;121;
Juvenes Ravintola Attila;Yliopistonkatu 38;33100;Tampere;1.2.2008;Anniskelu A, kaikki alkoholijuomat;Kabinetti;30;
Juvenes Ravintola Idea;Tiedekatu 2;60320;Seinäjoki;30.9.2015;Anniskelu A, kaikki alkoholijuomat;Ulkoterassi;10;
Juvenes Ravintola Idea;Tiedekatu 2;60320;Seinäjoki;30.9.2015;Anniskelu A, kaikki alkoholijuomat;Aulatilat;5;
Juvenes Ravintola Idea;Tiedekatu 2;60320;Seinäjoki;30.9.2015;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;150;
Juvenes Ravintola Komia;Kampusranta 9;60100;Seinäjoki;30.9.2015;Anniskelu A, kaikki alkoholijuomat;Aulatilat;200;
Juvenes Ravintola Komia;Kampusranta 9;60100;Seinäjoki;30.9.2015;Anniskelu A, kaikki alkoholijuomat;Ulkoterassi;30;
Juvenes Ravintola Komia;Kampusranta 9;60100;Seinäjoki;30.9.2015;Anniskelu A, kaikki alkoholijuomat;Ravintola Komia;250;
Juvenes Ravintola Newton;Hermiankatu 5;33720;Tampere;1.9.2013;Anniskelu A, kaikki alkoholijuomat;Newton kabinetti 2;20;
Juvenes Ravintola Newton;Hermiankatu 5;33720;Tampere;1.9.2013;Anniskelu A, kaikki alkoholijuomat;Juvenes Ravintola Newton;280;
Juvenes Ravintola Newton;Hermiankatu 5;33720;Tampere;1.9.2013;Anniskelu A, kaikki alkoholijuomat;Newton kabinetti 1;25;
Juvenes Ravintola Newton;Hermiankatu 5;33720;Tampere;1.9.2013;Anniskelu A, kaikki alkoholijuomat;Festia-aula;350;
Juvenes Ravintola Newton;Hermiankatu 5;33720;Tampere;1.9.2013;Anniskelu A, kaikki alkoholijuomat;Cafe Konehuone;140;
Juvenes Ravintola Saarni;Hatanpään valtatie 11;33100;Tampere;5.8.2013;Anniskelu A, kaikki alkoholijuomat;Aulatila;150;
Juvenes Ravintola Saarni;Hatanpään valtatie 11;33100;Tampere;5.8.2013;Anniskelu A, kaikki alkoholijuomat;Ravintola Saarni ravintolasali;142;
Juvenes Ravintola Saarni;Hatanpään valtatie 11;33100;Tampere;5.8.2013;Anniskelu A, kaikki alkoholijuomat;Kokoustilat;30;
Juvenes-Ravintola Ziberia;Itäinenkatu 9;33210;Tampere;2.4.2001;Anniskelu A, kaikki alkoholijuomat;Juvenes-Ravintola Ziberia;270;
Jyrkkäkosken huvikeskus;Jyrkkäkoskentie;93100;Pudasjärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ulkoterassi;200;
Jyrkkäkosken huvikeskus;Jyrkkäkoskentie;93100;Pudasjärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Tanssilava;200;
Jyrkkäkosken huvikeskus;Jyrkkäkoskentie;93100;Pudasjärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Punainen tupa;50;
Jyrkkäkosken huvikeskus;Jyrkkäkoskentie;93100;Pudasjärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ulkopiha;500;
Jyrkkäkosken huvikeskus;Jyrkkäkoskentie;93100;Pudasjärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Disco;200;
Jyvänen;Kiviparintie 2 talo A;920;Helsinki;27.5.2011;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;180;
Jyvänen;Kiviparintie 2 talo A;920;Helsinki;27.5.2011;Anniskelu A, kaikki alkoholijuomat;Terassi;60;
Jyvänen;Kivivuorentie 4, Martintori;1620;Vantaa;1.12.2011;Anniskelu A, kaikki alkoholijuomat;Sali;240;
Jyvänen;Kivivuorentie 4, Martintori;1620;Vantaa;1.12.2011;Anniskelu A, kaikki alkoholijuomat;Terassi;64;
Jyväs-Snooker;Kauppakatu 9;40100;Jyväskylä;20.9.2005;Anniskelu A, kaikki alkoholijuomat;Biljardisali 2;10;
Jyväs-Snooker;Kauppakatu 9;40100;Jyväskylä;20.9.2005;Anniskelu A, kaikki alkoholijuomat;Biljardisali 3;10;
Jyväs-Snooker;Kauppakatu 9;40100;Jyväskylä;20.9.2005;Anniskelu A, kaikki alkoholijuomat;Iso biljardisali;80;
Jyväskylän Aalto -ravintolat;Kauppakatu 30;40100;Jyväskylä;1.11.1999;Anniskelu A, kaikki alkoholijuomat;Terassi (1.4.-31.10.);195;
Jyväskylän Aalto -ravintolat;Kauppakatu 30;40100;Jyväskylä;1.11.1999;Anniskelu A, kaikki alkoholijuomat;Freetimen terassi ja tuulikaappi;18;
Jyväskylän Aalto -ravintolat;Kauppakatu 30;40100;Jyväskylä;1.11.1999;Anniskelu A, kaikki alkoholijuomat;Venn;140;
Jyväskylän Aalto -ravintolat;Kauppakatu 30;40100;Jyväskylä;1.11.1999;Anniskelu A, kaikki alkoholijuomat;Freetime;400;
Jyväskylän Aalto -ravintolat;Kauppakatu 30;40100;Jyväskylä;1.11.1999;Anniskelu A, kaikki alkoholijuomat;Revolution;250;
Jyväskylän Keilahalli;Pupuhuhdantie 4;40340;Jyväskylä;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Keilaajien alue;40;
Jyväskylän Keilahalli;Pupuhuhdantie 4;40340;Jyväskylä;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Saunaosasto,kabinetti;20;
Jyväskylän Keilahalli;Pupuhuhdantie 4;40340;Jyväskylä;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Kahvio;25;
Jyväskylän Keilahalli;Pupuhuhdantie 4;40340;Jyväskylä;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Biljardialue;25;
Jyväskylän Teatteriravintola;Vapaudenkatu 36;40100;Jyväskylä;1.6.2004;Anniskelu A, kaikki alkoholijuomat;Yleisölämpiö;670;
Jyväskylän Teatteriravintola;Vapaudenkatu 36;40100;Jyväskylä;1.6.2004;Anniskelu A, kaikki alkoholijuomat;Aula pieni näyttämö;120;
Jyväskylän Teatteriravintola;Vapaudenkatu 36;40100;Jyväskylä;1.6.2004;Anniskelu A, kaikki alkoholijuomat;Terassi (1.4-31.10.);50;
Jyväskylän Teatteriravintola;Vapaudenkatu 36;40100;Jyväskylä;1.6.2004;Anniskelu A, kaikki alkoholijuomat;Pieni näyttämö;100;
Jyväskylän Teatteriravintola;Vapaudenkatu 36;40100;Jyväskylä;1.6.2004;Anniskelu A, kaikki alkoholijuomat;Suuri näyttämö;551;
Jyväskylän sataman kahvila;Satamakatu 8;40100;Jyväskylä;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sataman terassi;158;
Jávri Lodge;Tievapolku 9;99830;Inari;16.2.2015;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;60;
Jávri Lodge;Tievapolku 9;99830;Inari;16.2.2015;Anniskelu A, kaikki alkoholijuomat;Aula ja yläkerran käytävä;30;
Jávri Lodge;Tievapolku 9;99830;Inari;16.2.2015;Anniskelu A, kaikki alkoholijuomat;Saunan terassi;30;
Jávri Lodge;Tievapolku 9;99830;Inari;16.2.2015;Anniskelu A, kaikki alkoholijuomat;Terassi;30;
Jávri Lodge;Tievapolku 9;99830;Inari;16.2.2015;Anniskelu A, kaikki alkoholijuomat;Saunaosastot 2 kpl;30;
JäPS Matsibaari;Urheilukatu 8;4430;Järvenpää;17.6.2020;Anniskelu A, kaikki alkoholijuomat;Kumpubaari;100;
JäPS Matsibaari;Urheilukatu 8;4400;Järvenpää;6.8.2018;Anniskelu A, kaikki alkoholijuomat;Baarikatsomoalue;80;
JäPS Matsibaari;Urheilukatu 8;4430;Järvenpää;17.6.2020;Anniskelu A, kaikki alkoholijuomat;Matsibaari;100;
JäPS Matsibaari;Urheilukatu 8;4430;Järvenpää;17.6.2020;Anniskelu A, kaikki alkoholijuomat;Katsomobaari;300;
Jädelino;Työpajankatu 2a rak 1d;580;Helsinki;30.4.2019;Anniskelu A, kaikki alkoholijuomat;Sisätila;24;
Jädelino;Työpajankatu 2a rak 1d;580;Helsinki;30.4.2019;Anniskelu A, kaikki alkoholijuomat;Ulkotila;20;
Jämijärven Krouvi;Jämijärventie 23;38800;Jämijärvi;1.3.2012;Anniskelu A, kaikki alkoholijuomat;Teltta;200;
Jämijärven Krouvi;Jämijärventie 23;38800;Jämijärvi;1.3.2012;Anniskelu A, kaikki alkoholijuomat;Ravintola;60;
Jämijärven Krouvi;Jämijärventie 23;38800;Jämijärvi;1.3.2012;Anniskelu A, kaikki alkoholijuomat;Terassi;30;
Jämsän Keskuskioski;Keskusaukio;42100;Jämsä;24.7.2008;Anniskelu A, kaikki alkoholijuomat;Kahvila;16;
Jämsän Ravintola River Side;Koskentie 11;42100;Jämsä;1.10.2014;Anniskelu A, kaikki alkoholijuomat;Pubi;50;
Jämsän kebab pizzeria;Koskentie 10;42100;Jämsä;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi (1.4.-31.10.);12;
Jämsän kebab pizzeria;Koskentie 10;42100;Jämsä;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;36;
Jämsänkosken Kebab Pizzeria;Kenraalintie 5;42300;Jämsä;10.8.2020;Anniskelu A, kaikki alkoholijuomat;Sali;36;
Jämsänkosken Kebab Pizzeria;Kenraalintie 5;42300;Jämsä;10.8.2020;Anniskelu A, kaikki alkoholijuomat;Terassi;20;
Jämsänkosken Vanha Mylly;Koskenväylä 9;42300;Jämsä;1.6.2005;Anniskelu A, kaikki alkoholijuomat;Sali;49;
Jämsänkosken Vanha Mylly;Koskenväylä 9;42300;Jämsä;1.6.2005;Anniskelu A, kaikki alkoholijuomat;Kesäterassi 1.4.-31.10.;50;
